"country.ind","appln_filing_year","pat_tech_sum"
"AGO.High Tech",2013,2
"AGO.Medium-High Tech",2013,4
"ALB.High Tech",2001,1
"ALB.High Tech",2013,1
"ALB.Low Tech",2001,4
"ALB.Medium-High Tech",2001,5
"ALB.Medium-High Tech",2006,3
"ALB.Medium-High Tech",2010,2
"ALB.Medium-High Tech",2013,3
"AND.High Tech",2008,2
"AND.Low Tech",2004,3
"AND.Low Tech",2005,3
"AND.Low Tech",2008,1
"AND.Medium-High Tech",2011,1
"AND.Medium-High Tech",2012,1
"AND.Medium-Low Tech",2004,3
"AND.Medium-Low Tech",2005,3
"AND.Medium-Low Tech",2008,1
"ARE.High Tech",2001,1
"ARE.High Tech",2003,1
"ARE.High Tech",2005,1
"ARE.High Tech",2006,1
"ARE.High Tech",2007,2
"ARE.High Tech",2008,4
"ARE.High Tech",2009,1
"ARE.High Tech",2010,11
"ARE.High Tech",2011,1
"ARE.High Tech",2012,13
"ARE.High Tech",2013,20
"ARE.High Tech",2014,1
"ARE.Low Tech",2007,2
"ARE.Low Tech",2009,1
"ARE.Low Tech",2010,4
"ARE.Low Tech",2011,1
"ARE.Low Tech",2012,2
"ARE.Low Tech",2013,6
"ARE.Low Tech",2014,4
"ARE.Medium-High Tech",2000,1
"ARE.Medium-High Tech",2002,2
"ARE.Medium-High Tech",2003,1
"ARE.Medium-High Tech",2006,7
"ARE.Medium-High Tech",2008,3
"ARE.Medium-High Tech",2009,7
"ARE.Medium-High Tech",2010,11
"ARE.Medium-High Tech",2011,20
"ARE.Medium-High Tech",2012,15
"ARE.Medium-High Tech",2013,21
"ARE.Medium-High Tech",2014,19
"ARE.Medium-Low Tech",2007,1
"ARE.Medium-Low Tech",2009,1
"ARE.Medium-Low Tech",2010,5
"ARE.Medium-Low Tech",2011,1
"ARG.High Tech",2001,8
"ARG.High Tech",2003,2
"ARG.High Tech",2004,3
"ARG.High Tech",2005,1
"ARG.High Tech",2007,1
"ARG.High Tech",2008,9
"ARG.High Tech",2009,4
"ARG.High Tech",2010,1
"ARG.High Tech",2011,10
"ARG.High Tech",2012,8
"ARG.High Tech",2013,2
"ARG.Low Tech",2000,4
"ARG.Low Tech",2001,7
"ARG.Low Tech",2003,1
"ARG.Low Tech",2004,1
"ARG.Low Tech",2005,3
"ARG.Low Tech",2007,5
"ARG.Low Tech",2008,2
"ARG.Low Tech",2010,2
"ARG.Low Tech",2011,1
"ARG.Low Tech",2012,7
"ARG.Low Tech",2013,6
"ARG.Medium-High Tech",2000,1
"ARG.Medium-High Tech",2001,4
"ARG.Medium-High Tech",2003,1
"ARG.Medium-High Tech",2004,3
"ARG.Medium-High Tech",2005,13
"ARG.Medium-High Tech",2006,2
"ARG.Medium-High Tech",2007,2
"ARG.Medium-High Tech",2008,2
"ARG.Medium-High Tech",2009,4
"ARG.Medium-High Tech",2010,2
"ARG.Medium-High Tech",2011,5
"ARG.Medium-High Tech",2012,3
"ARG.Medium-High Tech",2013,3
"ARG.Medium-Low Tech",2001,4
"ARG.Medium-Low Tech",2005,2
"ARG.Medium-Low Tech",2007,6
"ARG.Medium-Low Tech",2008,1
"ARG.Medium-Low Tech",2011,1
"ARG.Medium-Low Tech",2012,3
"ARG.Medium-Low Tech",2013,3
"ARM.High Tech",2001,2
"ARM.High Tech",2002,1
"ARM.Low Tech",2013,1
"ARM.Medium-High Tech",2000,1
"ARM.Medium-High Tech",2001,1
"ARM.Medium-High Tech",2013,1
"ATG.Low Tech",2011,3
"ATG.Medium-High Tech",2011,1
"ATG.Medium-Low Tech",2011,3
"AUS.High Tech",2000,32
"AUS.High Tech",2001,27
"AUS.High Tech",2002,46
"AUS.High Tech",2003,36
"AUS.High Tech",2004,18
"AUS.High Tech",2005,24
"AUS.High Tech",2006,32
"AUS.High Tech",2007,44
"AUS.High Tech",2008,71
"AUS.High Tech",2009,36
"AUS.High Tech",2010,36
"AUS.High Tech",2011,46
"AUS.High Tech",2012,44
"AUS.High Tech",2013,36
"AUS.High Tech",2014,1
"AUS.Low Tech",2000,16
"AUS.Low Tech",2001,14
"AUS.Low Tech",2002,22
"AUS.Low Tech",2003,24
"AUS.Low Tech",2004,14
"AUS.Low Tech",2005,31
"AUS.Low Tech",2006,29
"AUS.Low Tech",2007,29
"AUS.Low Tech",2008,35
"AUS.Low Tech",2009,18
"AUS.Low Tech",2010,35
"AUS.Low Tech",2011,24
"AUS.Low Tech",2012,33
"AUS.Low Tech",2013,41
"AUS.Low Tech",2014,1
"AUS.Medium-High Tech",2000,82
"AUS.Medium-High Tech",2001,35
"AUS.Medium-High Tech",2002,45
"AUS.Medium-High Tech",2003,56
"AUS.Medium-High Tech",2004,44
"AUS.Medium-High Tech",2005,50
"AUS.Medium-High Tech",2006,37
"AUS.Medium-High Tech",2007,51
"AUS.Medium-High Tech",2008,49
"AUS.Medium-High Tech",2009,48
"AUS.Medium-High Tech",2010,66
"AUS.Medium-High Tech",2011,53
"AUS.Medium-High Tech",2012,62
"AUS.Medium-High Tech",2013,90
"AUS.Medium-Low Tech",2000,10
"AUS.Medium-Low Tech",2001,11
"AUS.Medium-Low Tech",2002,11
"AUS.Medium-Low Tech",2003,20
"AUS.Medium-Low Tech",2004,14
"AUS.Medium-Low Tech",2005,6
"AUS.Medium-Low Tech",2006,13
"AUS.Medium-Low Tech",2007,10
"AUS.Medium-Low Tech",2008,19
"AUS.Medium-Low Tech",2009,6
"AUS.Medium-Low Tech",2010,17
"AUS.Medium-Low Tech",2011,14
"AUS.Medium-Low Tech",2012,20
"AUS.Medium-Low Tech",2013,27
"AUT.High Tech",2000,1
"AUT.High Tech",2001,19
"AUT.High Tech",2002,23
"AUT.High Tech",2003,6
"AUT.High Tech",2004,3
"AUT.High Tech",2005,17
"AUT.High Tech",2006,26
"AUT.High Tech",2007,26
"AUT.High Tech",2008,43
"AUT.High Tech",2009,11
"AUT.High Tech",2010,43
"AUT.High Tech",2011,35
"AUT.High Tech",2012,47
"AUT.High Tech",2013,38
"AUT.High Tech",2014,1
"AUT.Low Tech",2000,8
"AUT.Low Tech",2001,7
"AUT.Low Tech",2002,7
"AUT.Low Tech",2003,6
"AUT.Low Tech",2004,6
"AUT.Low Tech",2005,12
"AUT.Low Tech",2006,10
"AUT.Low Tech",2007,12
"AUT.Low Tech",2008,8
"AUT.Low Tech",2009,20
"AUT.Low Tech",2010,7
"AUT.Low Tech",2011,9
"AUT.Low Tech",2012,24
"AUT.Low Tech",2013,20
"AUT.Medium-High Tech",2000,3
"AUT.Medium-High Tech",2001,90
"AUT.Medium-High Tech",2002,21
"AUT.Medium-High Tech",2003,12
"AUT.Medium-High Tech",2004,12
"AUT.Medium-High Tech",2005,23
"AUT.Medium-High Tech",2006,38
"AUT.Medium-High Tech",2007,22
"AUT.Medium-High Tech",2008,31
"AUT.Medium-High Tech",2009,53
"AUT.Medium-High Tech",2010,25
"AUT.Medium-High Tech",2011,41
"AUT.Medium-High Tech",2012,60
"AUT.Medium-High Tech",2013,40
"AUT.Medium-High Tech",2014,2
"AUT.Medium-Low Tech",2000,6
"AUT.Medium-Low Tech",2001,4
"AUT.Medium-Low Tech",2002,13
"AUT.Medium-Low Tech",2003,7
"AUT.Medium-Low Tech",2004,2
"AUT.Medium-Low Tech",2005,9
"AUT.Medium-Low Tech",2006,8
"AUT.Medium-Low Tech",2007,6
"AUT.Medium-Low Tech",2008,6
"AUT.Medium-Low Tech",2009,13
"AUT.Medium-Low Tech",2010,19
"AUT.Medium-Low Tech",2011,9
"AUT.Medium-Low Tech",2012,20
"AUT.Medium-Low Tech",2013,14
"AUT.Medium-Low Tech",2014,1
"AZE.High Tech",2006,1
"AZE.High Tech",2008,1
"AZE.High Tech",2011,4
"AZE.High Tech",2012,1
"AZE.High Tech",2013,1
"AZE.Low Tech",2009,1
"AZE.Medium-High Tech",2002,2
"AZE.Medium-High Tech",2005,2
"AZE.Medium-High Tech",2007,3
"AZE.Medium-High Tech",2008,5
"AZE.Medium-High Tech",2011,4
"AZE.Medium-High Tech",2012,1
"AZE.Medium-High Tech",2013,2
"AZE.Medium-Low Tech",2009,2
"AZE.Medium-Low Tech",2013,1
"BEL.High Tech",2000,20
"BEL.High Tech",2001,15
"BEL.High Tech",2002,35
"BEL.High Tech",2003,37
"BEL.High Tech",2004,15
"BEL.High Tech",2005,22
"BEL.High Tech",2006,32
"BEL.High Tech",2007,42
"BEL.High Tech",2008,35
"BEL.High Tech",2009,50
"BEL.High Tech",2010,39
"BEL.High Tech",2011,28
"BEL.High Tech",2012,53
"BEL.High Tech",2013,34
"BEL.Low Tech",2000,7
"BEL.Low Tech",2001,13
"BEL.Low Tech",2002,11
"BEL.Low Tech",2003,37
"BEL.Low Tech",2004,10
"BEL.Low Tech",2005,24
"BEL.Low Tech",2006,23
"BEL.Low Tech",2007,24
"BEL.Low Tech",2008,25
"BEL.Low Tech",2009,28
"BEL.Low Tech",2010,16
"BEL.Low Tech",2011,29
"BEL.Low Tech",2012,23
"BEL.Low Tech",2013,14
"BEL.Medium-High Tech",2000,30
"BEL.Medium-High Tech",2001,35
"BEL.Medium-High Tech",2002,40
"BEL.Medium-High Tech",2003,49
"BEL.Medium-High Tech",2004,18
"BEL.Medium-High Tech",2005,30
"BEL.Medium-High Tech",2006,29
"BEL.Medium-High Tech",2007,53
"BEL.Medium-High Tech",2008,43
"BEL.Medium-High Tech",2009,97
"BEL.Medium-High Tech",2010,83
"BEL.Medium-High Tech",2011,93
"BEL.Medium-High Tech",2012,79
"BEL.Medium-High Tech",2013,48
"BEL.Medium-Low Tech",2000,5
"BEL.Medium-Low Tech",2001,8
"BEL.Medium-Low Tech",2002,12
"BEL.Medium-Low Tech",2003,17
"BEL.Medium-Low Tech",2004,10
"BEL.Medium-Low Tech",2005,17
"BEL.Medium-Low Tech",2006,9
"BEL.Medium-Low Tech",2007,18
"BEL.Medium-Low Tech",2008,32
"BEL.Medium-Low Tech",2009,34
"BEL.Medium-Low Tech",2010,24
"BEL.Medium-Low Tech",2011,36
"BEL.Medium-Low Tech",2012,21
"BEL.Medium-Low Tech",2013,14
"BEN.High Tech",2002,1
"BEN.High Tech",2006,1
"BEN.Medium-High Tech",2009,2
"BFA.High Tech",2002,1
"BFA.Low Tech",2008,1
"BGD.High Tech",2004,3
"BGD.High Tech",2009,3
"BGR.High Tech",2000,1
"BGR.High Tech",2003,1
"BGR.High Tech",2005,2
"BGR.High Tech",2006,1
"BGR.High Tech",2007,4
"BGR.High Tech",2008,3
"BGR.High Tech",2009,1
"BGR.High Tech",2012,3
"BGR.High Tech",2013,3
"BGR.Low Tech",2009,1
"BGR.Low Tech",2011,1
"BGR.Medium-High Tech",2000,5
"BGR.Medium-High Tech",2001,2
"BGR.Medium-High Tech",2002,3
"BGR.Medium-High Tech",2003,5
"BGR.Medium-High Tech",2004,2
"BGR.Medium-High Tech",2005,2
"BGR.Medium-High Tech",2006,1
"BGR.Medium-High Tech",2007,3
"BGR.Medium-High Tech",2008,3
"BGR.Medium-High Tech",2009,1
"BGR.Medium-High Tech",2010,3
"BGR.Medium-High Tech",2011,6
"BGR.Medium-High Tech",2012,1
"BGR.Medium-High Tech",2013,3
"BGR.Medium-Low Tech",2000,1
"BGR.Medium-Low Tech",2003,3
"BGR.Medium-Low Tech",2006,1
"BGR.Medium-Low Tech",2008,5
"BGR.Medium-Low Tech",2011,4
"BHR.High Tech",2011,1
"BHR.Low Tech",2009,1
"BHR.Medium-High Tech",2010,1
"BHR.Medium-High Tech",2011,1
"BHR.Medium-Low Tech",2008,1
"BHS.Low Tech",2011,1
"BHS.Medium-High Tech",2003,1
"BHS.Medium-High Tech",2009,1
"BHS.Medium-Low Tech",2002,1
"BHS.Medium-Low Tech",2009,1
"BIH.High Tech",2013,3
"BIH.Medium-High Tech",2006,2
"BIH.Medium-High Tech",2009,1
"BLR.High Tech",2000,3
"BLR.High Tech",2001,7
"BLR.High Tech",2002,5
"BLR.High Tech",2003,1
"BLR.High Tech",2004,3
"BLR.High Tech",2005,1
"BLR.High Tech",2010,3
"BLR.High Tech",2011,2
"BLR.High Tech",2013,7
"BLR.Low Tech",2000,2
"BLR.Low Tech",2001,1
"BLR.Low Tech",2002,3
"BLR.Low Tech",2003,1
"BLR.Low Tech",2004,3
"BLR.Low Tech",2005,1
"BLR.Low Tech",2008,1
"BLR.Low Tech",2009,6
"BLR.Low Tech",2010,1
"BLR.Low Tech",2011,2
"BLR.Low Tech",2013,2
"BLR.Medium-High Tech",2000,1
"BLR.Medium-High Tech",2001,5
"BLR.Medium-High Tech",2002,4
"BLR.Medium-High Tech",2003,6
"BLR.Medium-High Tech",2004,5
"BLR.Medium-High Tech",2005,1
"BLR.Medium-High Tech",2006,3
"BLR.Medium-High Tech",2007,5
"BLR.Medium-High Tech",2008,6
"BLR.Medium-High Tech",2009,6
"BLR.Medium-High Tech",2011,9
"BLR.Medium-High Tech",2013,6
"BLR.Medium-Low Tech",2001,1
"BLR.Medium-Low Tech",2002,1
"BLR.Medium-Low Tech",2003,2
"BLR.Medium-Low Tech",2004,4
"BLR.Medium-Low Tech",2006,2
"BLR.Medium-Low Tech",2008,2
"BLR.Medium-Low Tech",2009,3
"BLR.Medium-Low Tech",2010,4
"BLR.Medium-Low Tech",2011,3
"BLR.Medium-Low Tech",2012,1
"BLZ.Low Tech",2007,1
"BLZ.Low Tech",2011,1
"BLZ.Medium-High Tech",2008,1
"BMU.Medium-High Tech",2001,2
"BOL.Low Tech",2004,1
"BRA.High Tech",2000,6
"BRA.High Tech",2001,1
"BRA.High Tech",2002,13
"BRA.High Tech",2003,10
"BRA.High Tech",2004,10
"BRA.High Tech",2005,5
"BRA.High Tech",2006,18
"BRA.High Tech",2007,22
"BRA.High Tech",2008,33
"BRA.High Tech",2009,27
"BRA.High Tech",2010,38
"BRA.High Tech",2011,79
"BRA.High Tech",2012,44
"BRA.High Tech",2013,56
"BRA.High Tech",2014,9
"BRA.Low Tech",2000,7
"BRA.Low Tech",2001,7
"BRA.Low Tech",2002,10
"BRA.Low Tech",2003,15
"BRA.Low Tech",2004,1
"BRA.Low Tech",2005,16
"BRA.Low Tech",2006,25
"BRA.Low Tech",2007,14
"BRA.Low Tech",2008,19
"BRA.Low Tech",2009,32
"BRA.Low Tech",2010,41
"BRA.Low Tech",2011,43
"BRA.Low Tech",2012,24
"BRA.Low Tech",2013,43
"BRA.Low Tech",2014,1
"BRA.Medium-High Tech",2000,15
"BRA.Medium-High Tech",2001,14
"BRA.Medium-High Tech",2002,12
"BRA.Medium-High Tech",2003,27
"BRA.Medium-High Tech",2004,8
"BRA.Medium-High Tech",2005,56
"BRA.Medium-High Tech",2006,71
"BRA.Medium-High Tech",2007,59
"BRA.Medium-High Tech",2008,38
"BRA.Medium-High Tech",2009,36
"BRA.Medium-High Tech",2010,89
"BRA.Medium-High Tech",2011,94
"BRA.Medium-High Tech",2012,115
"BRA.Medium-High Tech",2013,127
"BRA.Medium-High Tech",2014,3
"BRA.Medium-Low Tech",2000,3
"BRA.Medium-Low Tech",2001,6
"BRA.Medium-Low Tech",2002,5
"BRA.Medium-Low Tech",2003,7
"BRA.Medium-Low Tech",2004,8
"BRA.Medium-Low Tech",2005,9
"BRA.Medium-Low Tech",2006,23
"BRA.Medium-Low Tech",2007,8
"BRA.Medium-Low Tech",2008,17
"BRA.Medium-Low Tech",2009,15
"BRA.Medium-Low Tech",2010,33
"BRA.Medium-Low Tech",2011,32
"BRA.Medium-Low Tech",2012,20
"BRA.Medium-Low Tech",2013,28
"BRA.Medium-Low Tech",2014,1
"BRB.High Tech",2005,1
"BRB.High Tech",2007,1
"BRB.Low Tech",2008,1
"BRN.Low Tech",2012,3
"BRN.Medium-High Tech",2012,1
"BRN.Medium-Low Tech",2012,3
"CAF.Low Tech",2012,1
"CAF.Medium-High Tech",2012,2
"CAN.High Tech",2000,156
"CAN.High Tech",2001,133
"CAN.High Tech",2002,156
"CAN.High Tech",2003,121
"CAN.High Tech",2004,89
"CAN.High Tech",2005,106
"CAN.High Tech",2006,103
"CAN.High Tech",2007,174
"CAN.High Tech",2008,154
"CAN.High Tech",2009,128
"CAN.High Tech",2010,162
"CAN.High Tech",2011,362
"CAN.High Tech",2012,215
"CAN.High Tech",2013,209
"CAN.High Tech",2014,9
"CAN.High Tech",2015,1
"CAN.Low Tech",2000,49
"CAN.Low Tech",2001,64
"CAN.Low Tech",2002,64
"CAN.Low Tech",2003,49
"CAN.Low Tech",2004,24
"CAN.Low Tech",2005,55
"CAN.Low Tech",2006,47
"CAN.Low Tech",2007,59
"CAN.Low Tech",2008,67
"CAN.Low Tech",2009,46
"CAN.Low Tech",2010,54
"CAN.Low Tech",2011,58
"CAN.Low Tech",2012,82
"CAN.Low Tech",2013,48
"CAN.Low Tech",2014,8
"CAN.Medium-High Tech",2000,125
"CAN.Medium-High Tech",2001,146
"CAN.Medium-High Tech",2002,136
"CAN.Medium-High Tech",2003,122
"CAN.Medium-High Tech",2004,84
"CAN.Medium-High Tech",2005,89
"CAN.Medium-High Tech",2006,117
"CAN.Medium-High Tech",2007,141
"CAN.Medium-High Tech",2008,169
"CAN.Medium-High Tech",2009,131
"CAN.Medium-High Tech",2010,178
"CAN.Medium-High Tech",2011,161
"CAN.Medium-High Tech",2012,207
"CAN.Medium-High Tech",2013,163
"CAN.Medium-High Tech",2014,13
"CAN.Medium-Low Tech",2000,27
"CAN.Medium-Low Tech",2001,26
"CAN.Medium-Low Tech",2002,53
"CAN.Medium-Low Tech",2003,23
"CAN.Medium-Low Tech",2004,22
"CAN.Medium-Low Tech",2005,34
"CAN.Medium-Low Tech",2006,32
"CAN.Medium-Low Tech",2007,34
"CAN.Medium-Low Tech",2008,50
"CAN.Medium-Low Tech",2009,35
"CAN.Medium-Low Tech",2010,33
"CAN.Medium-Low Tech",2011,33
"CAN.Medium-Low Tech",2012,49
"CAN.Medium-Low Tech",2013,22
"CAN.Medium-Low Tech",2014,5
"CHE.High Tech",2000,139
"CHE.High Tech",2001,115
"CHE.High Tech",2002,80
"CHE.High Tech",2003,119
"CHE.High Tech",2004,75
"CHE.High Tech",2005,81
"CHE.High Tech",2006,119
"CHE.High Tech",2007,132
"CHE.High Tech",2008,117
"CHE.High Tech",2009,116
"CHE.High Tech",2010,161
"CHE.High Tech",2011,162
"CHE.High Tech",2012,160
"CHE.High Tech",2013,183
"CHE.High Tech",2014,19
"CHE.High Tech",2015,1
"CHE.Low Tech",2000,81
"CHE.Low Tech",2001,77
"CHE.Low Tech",2002,112
"CHE.Low Tech",2003,136
"CHE.Low Tech",2004,94
"CHE.Low Tech",2005,75
"CHE.Low Tech",2006,78
"CHE.Low Tech",2007,70
"CHE.Low Tech",2008,72
"CHE.Low Tech",2009,90
"CHE.Low Tech",2010,124
"CHE.Low Tech",2011,80
"CHE.Low Tech",2012,87
"CHE.Low Tech",2013,76
"CHE.Low Tech",2014,9
"CHE.Medium-High Tech",2000,78
"CHE.Medium-High Tech",2001,81
"CHE.Medium-High Tech",2002,90
"CHE.Medium-High Tech",2003,113
"CHE.Medium-High Tech",2004,70
"CHE.Medium-High Tech",2005,103
"CHE.Medium-High Tech",2006,100
"CHE.Medium-High Tech",2007,151
"CHE.Medium-High Tech",2008,154
"CHE.Medium-High Tech",2009,167
"CHE.Medium-High Tech",2010,157
"CHE.Medium-High Tech",2011,162
"CHE.Medium-High Tech",2012,152
"CHE.Medium-High Tech",2013,150
"CHE.Medium-High Tech",2014,12
"CHE.Medium-Low Tech",2000,26
"CHE.Medium-Low Tech",2001,29
"CHE.Medium-Low Tech",2002,31
"CHE.Medium-Low Tech",2003,38
"CHE.Medium-Low Tech",2004,33
"CHE.Medium-Low Tech",2005,29
"CHE.Medium-Low Tech",2006,39
"CHE.Medium-Low Tech",2007,23
"CHE.Medium-Low Tech",2008,35
"CHE.Medium-Low Tech",2009,44
"CHE.Medium-Low Tech",2010,45
"CHE.Medium-Low Tech",2011,36
"CHE.Medium-Low Tech",2012,50
"CHE.Medium-Low Tech",2013,43
"CHE.Medium-Low Tech",2014,5
"CHL.High Tech",2001,1
"CHL.High Tech",2007,1
"CHL.High Tech",2009,3
"CHL.High Tech",2010,9
"CHL.High Tech",2011,7
"CHL.High Tech",2012,6
"CHL.High Tech",2013,9
"CHL.High Tech",2014,1
"CHL.Low Tech",2003,2
"CHL.Low Tech",2005,1
"CHL.Low Tech",2009,1
"CHL.Low Tech",2010,4
"CHL.Low Tech",2011,7
"CHL.Low Tech",2012,10
"CHL.Low Tech",2013,13
"CHL.Medium-High Tech",2001,1
"CHL.Medium-High Tech",2003,2
"CHL.Medium-High Tech",2005,2
"CHL.Medium-High Tech",2007,3
"CHL.Medium-High Tech",2009,5
"CHL.Medium-High Tech",2010,11
"CHL.Medium-High Tech",2011,19
"CHL.Medium-High Tech",2012,15
"CHL.Medium-High Tech",2013,31
"CHL.Medium-High Tech",2014,4
"CHL.Medium-Low Tech",2010,2
"CHL.Medium-Low Tech",2012,6
"CHL.Medium-Low Tech",2013,15
"CHN.High Tech",2000,115
"CHN.High Tech",2001,134
"CHN.High Tech",2002,217
"CHN.High Tech",2003,190
"CHN.High Tech",2004,240
"CHN.High Tech",2005,422
"CHN.High Tech",2006,437
"CHN.High Tech",2007,626
"CHN.High Tech",2008,773
"CHN.High Tech",2009,1278
"CHN.High Tech",2010,1649
"CHN.High Tech",2011,3267
"CHN.High Tech",2012,3551
"CHN.High Tech",2013,4181
"CHN.High Tech",2014,297
"CHN.Low Tech",2000,40
"CHN.Low Tech",2001,31
"CHN.Low Tech",2002,56
"CHN.Low Tech",2003,43
"CHN.Low Tech",2004,58
"CHN.Low Tech",2005,101
"CHN.Low Tech",2006,110
"CHN.Low Tech",2007,184
"CHN.Low Tech",2008,194
"CHN.Low Tech",2009,198
"CHN.Low Tech",2010,270
"CHN.Low Tech",2011,322
"CHN.Low Tech",2012,498
"CHN.Low Tech",2013,696
"CHN.Low Tech",2014,38
"CHN.Medium-High Tech",2000,72
"CHN.Medium-High Tech",2001,72
"CHN.Medium-High Tech",2002,101
"CHN.Medium-High Tech",2003,86
"CHN.Medium-High Tech",2004,93
"CHN.Medium-High Tech",2005,233
"CHN.Medium-High Tech",2006,364
"CHN.Medium-High Tech",2007,452
"CHN.Medium-High Tech",2008,497
"CHN.Medium-High Tech",2009,656
"CHN.Medium-High Tech",2010,1083
"CHN.Medium-High Tech",2011,1497
"CHN.Medium-High Tech",2012,1545
"CHN.Medium-High Tech",2013,1534
"CHN.Medium-High Tech",2014,101
"CHN.Medium-Low Tech",2000,21
"CHN.Medium-Low Tech",2001,21
"CHN.Medium-Low Tech",2002,21
"CHN.Medium-Low Tech",2003,12
"CHN.Medium-Low Tech",2004,31
"CHN.Medium-Low Tech",2005,54
"CHN.Medium-Low Tech",2006,54
"CHN.Medium-Low Tech",2007,118
"CHN.Medium-Low Tech",2008,130
"CHN.Medium-Low Tech",2009,153
"CHN.Medium-Low Tech",2010,159
"CHN.Medium-Low Tech",2011,252
"CHN.Medium-Low Tech",2012,253
"CHN.Medium-Low Tech",2013,254
"CHN.Medium-Low Tech",2014,13
"CIV.High Tech",2001,1
"CIV.Low Tech",2000,1
"CIV.Low Tech",2005,2
"CMR.High Tech",2009,4
"CMR.Low Tech",2004,1
"CMR.Medium-High Tech",2000,1
"CMR.Medium-High Tech",2004,1
"CMR.Medium-High Tech",2012,3
"COD.High Tech",2008,1
"COD.Medium-High Tech",2014,1
"COL.High Tech",2001,2
"COL.High Tech",2002,2
"COL.High Tech",2003,1
"COL.High Tech",2004,3
"COL.High Tech",2005,5
"COL.High Tech",2006,7
"COL.High Tech",2007,2
"COL.High Tech",2009,3
"COL.High Tech",2010,2
"COL.High Tech",2011,3
"COL.High Tech",2012,7
"COL.High Tech",2013,4
"COL.Low Tech",2001,6
"COL.Low Tech",2002,5
"COL.Low Tech",2003,4
"COL.Low Tech",2004,4
"COL.Low Tech",2005,13
"COL.Low Tech",2006,6
"COL.Low Tech",2007,7
"COL.Low Tech",2008,13
"COL.Low Tech",2009,12
"COL.Low Tech",2010,3
"COL.Low Tech",2011,9
"COL.Low Tech",2012,11
"COL.Low Tech",2013,13
"COL.Medium-High Tech",2000,1
"COL.Medium-High Tech",2001,5
"COL.Medium-High Tech",2002,15
"COL.Medium-High Tech",2003,10
"COL.Medium-High Tech",2004,3
"COL.Medium-High Tech",2005,13
"COL.Medium-High Tech",2006,4
"COL.Medium-High Tech",2007,12
"COL.Medium-High Tech",2008,3
"COL.Medium-High Tech",2009,14
"COL.Medium-High Tech",2011,8
"COL.Medium-High Tech",2012,13
"COL.Medium-High Tech",2013,16
"COL.Medium-Low Tech",2001,1
"COL.Medium-Low Tech",2002,1
"COL.Medium-Low Tech",2004,3
"COL.Medium-Low Tech",2005,4
"COL.Medium-Low Tech",2006,1
"COL.Medium-Low Tech",2008,8
"COL.Medium-Low Tech",2009,7
"COL.Medium-Low Tech",2011,4
"COL.Medium-Low Tech",2012,8
"COL.Medium-Low Tech",2013,10
"CPV.Medium-High Tech",2002,2
"CRI.High Tech",2000,2
"CRI.High Tech",2008,2
"CRI.High Tech",2010,1
"CRI.High Tech",2011,2
"CRI.High Tech",2012,4
"CRI.High Tech",2013,5
"CRI.High Tech",2014,1
"CRI.Low Tech",2000,4
"CRI.Low Tech",2003,3
"CRI.Low Tech",2004,1
"CRI.Low Tech",2006,1
"CRI.Low Tech",2008,3
"CRI.Low Tech",2009,6
"CRI.Low Tech",2012,4
"CRI.Medium-High Tech",2000,1
"CRI.Medium-High Tech",2001,7
"CRI.Medium-High Tech",2003,3
"CRI.Medium-High Tech",2004,3
"CRI.Medium-High Tech",2005,2
"CRI.Medium-High Tech",2006,2
"CRI.Medium-High Tech",2008,1
"CRI.Medium-High Tech",2009,2
"CRI.Medium-High Tech",2010,1
"CRI.Medium-High Tech",2013,3
"CRI.Medium-Low Tech",2001,1
"CRI.Medium-Low Tech",2002,1
"CRI.Medium-Low Tech",2003,3
"CRI.Medium-Low Tech",2007,1
"CRI.Medium-Low Tech",2009,6
"CRI.Medium-Low Tech",2010,1
"CRI.Medium-Low Tech",2012,3
"CUB.High Tech",2003,1
"CUB.High Tech",2006,1
"CUB.Low Tech",2004,1
"CUB.Medium-High Tech",2006,1
"CUB.Medium-High Tech",2013,1
"CYP.High Tech",2005,2
"CYP.High Tech",2006,1
"CYP.High Tech",2011,1
"CYP.High Tech",2012,1
"CYP.High Tech",2013,2
"CYP.Low Tech",2000,1
"CYP.Low Tech",2003,2
"CYP.Low Tech",2005,4
"CYP.Low Tech",2006,1
"CYP.Low Tech",2011,5
"CYP.Medium-High Tech",2000,5
"CYP.Medium-High Tech",2001,2
"CYP.Medium-High Tech",2002,1
"CYP.Medium-High Tech",2003,1
"CYP.Medium-High Tech",2005,1
"CYP.Medium-High Tech",2007,4
"CYP.Medium-High Tech",2008,1
"CYP.Medium-High Tech",2010,1
"CYP.Medium-Low Tech",2001,1
"CYP.Medium-Low Tech",2005,4
"CYP.Medium-Low Tech",2011,3
"CZE.High Tech",2000,5
"CZE.High Tech",2001,1
"CZE.High Tech",2003,2
"CZE.High Tech",2004,1
"CZE.High Tech",2005,3
"CZE.High Tech",2006,5
"CZE.High Tech",2007,4
"CZE.High Tech",2008,9
"CZE.High Tech",2009,8
"CZE.High Tech",2010,8
"CZE.High Tech",2011,8
"CZE.High Tech",2012,21
"CZE.High Tech",2013,22
"CZE.Low Tech",2000,5
"CZE.Low Tech",2001,1
"CZE.Low Tech",2002,1
"CZE.Low Tech",2004,2
"CZE.Low Tech",2006,2
"CZE.Low Tech",2007,3
"CZE.Low Tech",2009,6
"CZE.Low Tech",2010,4
"CZE.Low Tech",2011,9
"CZE.Low Tech",2012,1
"CZE.Low Tech",2013,6
